,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
1531,28.9,86.5,150.9,0.35,18.6,31.4,55.2,1.65,2.91,272.0,32.4,273.0,347.0
2865,54.0,598.0,724.0,6.4,182.0,190.0,166.0,24.2,39.3,720.0,132.0,469.0,1147.0
1082,728.03,182.41,414.65,217.17,68.26,126.77,345.27,62.8,63.64,620.68,185.92,476.33,1181.14
323,12.78,76.63,154.92,1.31,15.0,32.24,122.95,1.09,2.92,27.81,41.99,75.72,528.57
785,39.24,55.0,113.0,0.76,13.3,22.9,63.3,9.44,3.68,321.0,26.5,432.0,273.0
4376,12.35,175.0,279.0,0.07,44.8,59.4,80.7,3.68,7.4,128.0,51.5,234.0,427.0
4302,34.52,35.0,41.0,1.09,17.4,9.9,11.8,3.98,5.28,194.0,7.0,194.0,61.0
1415,34.7,150.3,236.5,2.19,40.9,52.7,80.3,4.79,8.24,213.0,46.8,124.0,490.0
3975,17.9,80.6,131.0,0.69,14.5,26.6,60.4,1.09,3.49,223.0,22.0,387.0,269.0
1307,18.2,131.42,326.14,0.83,23.59,48.64,156.36,1.0,3.37,191.35,64.34,267.33,1102.55
7163,7.6,83.0,132.0,0.2,20.0,31.0,48.0,2.26,3.66,79.0,28.0,331.0,246.0
7045,101.72,540.13,741.51,1.22,163.49,179.8,209.68,20.88,32.23,471.63,146.3,278.7,1234.31
6094,25.0,128.0,262.0,0.3,22.0,50.0,112.0,1.0,3.5,450.0,58.0,819.0,644.0
6168,76.69,664.0,1308.0,0.02,112.4,260.0,611.0,42.68,32.1,2262.0,314.0,13781.0,3070.0
2789,4.38,75.3,126.0,0.4,19.9,27.4,46.7,0.71,3.28,102.0,25.9,926.0,238.0
3321,4.32,92.3,187.0,0.21,16.2,36.9,92.0,0.57,2.24,146.0,40.4,542.0,426.0
5969,14.0,32.0,65.0,0.4,6.0,12.0,34.0,0.4,0.7,77.0,15.0,154.0,177.0
2285,7.71,229.78,347.15,1.45,49.15,81.53,101.12,4.09,10.51,133.14,81.02,249.7,796.5
2340,22.6,29.8,62.0,0.59,5.6,12.5,37.1,1.56,3.63,47.7,16.5,201.4,150.0
799,32.05,109.0,217.0,0.99,22.0,45.0,105.0,0.93,3.23,520.0,49.1,679.0,485.0
3245,4.49,77.9,140.0,0.41,16.4,30.2,61.9,1.53,2.08,61.0,28.3,171.0,260.0
2338,56.4,64.0,78.0,0.59,19.9,18.3,60.0,1.56,3.63,207.0,26.1,290.0,301.0
2026,10.9,114.3,183.1,0.56,26.5,39.2,56.9,2.36,5.12,169.0,36.6,157.0,389.0
92,25.7,47.1,64.0,1.46,14.8,14.3,30.4,1.94,3.7,90.8,14.3,89.3,147.0
5092,13.37,85.5,141.7,1.45,23.54,29.94,61.1,3.33,13.76,80.4,34.5,136.2,301.8
4947,13.16,83.3,93.4,1.37,24.23,28.2,40.8,0.65,11.56,58.5,22.47,78.1,194.4
2218,17.4,81.5,160.1,0.12,15.6,30.8,58.8,0.84,2.6,184.0,34.3,213.0,401.0
5594,8.2,81.0,146.0,0.29,16.2,29.0,52.0,2.0,2.3,142.0,29.0,347.0,322.0
6176,88.03,167.0,405.0,0.96,38.89,73.0,273.0,56.79,19.57,1974.0,111.0,4953.0,1247.0
6886,48.12,127.08,229.19,2.14,30.95,48.54,89.65,2.83,6.22,154.56,51.19,121.84,485.57
2912,47.0,122.0,192.0,2.0,27.0,46.0,71.0,5.0,6.0,143.0,50.0,130.0,610.0
4713,7.2,58.9,106.2,0.44,12.2,22.7,39.1,0.67,2.06,52.32,24.63,158.78,253.5
3346,43.4,173.0,294.0,3.34,50.3,65.0,109.2,5.86,10.12,158.0,56.3,125.0,508.0
5607,10.4,140.0,220.0,0.19,29.5,48.0,71.0,4.2,5.3,365.0,43.0,844.0,433.0
852,16.54,21.7,52.5,0.14,4.07,9.78,32.87,0.32,0.59,120.8,12.75,305.27,138.69
2297,34.53,295.95,396.97,4.42,83.9,99.31,105.67,11.76,22.09,170.96,90.17,99.88,825.5
1984,30.1,73.3,143.8,1.15,15.0,28.2,66.7,1.52,2.91,86.0,32.8,66.0,392.0
6704,39.9,90.9,183.0,1.12,20.4,37.5,97.1,1.76,3.58,201.0,43.8,220.0,445.0
171,30.5,54.5,131.0,1.16,10.4,25.3,82.0,4.65,2.81,169.0,32.7,242.0,362.0
5801,7.55,69.7,129.0,0.15,13.8,29.0,55.0,1.69,2.37,409.64,28.7,644.59,234.0
256,12.6,221.0,344.0,1.32,51.9,80.3,104.0,4.11,9.83,317.0,75.6,343.0,686.0
2726,5.01,264.0,331.0,0.59,80.4,82.2,106.0,10.3,19.2,537.0,67.0,7480.0,602.0
3730,9.9,100.6,223.0,0.27,15.6,42.3,116.1,0.7,2.09,222.0,51.4,708.0,528.0
4665,18.15,59.5,108.6,0.26,12.65,22.83,39.9,1.24,2.12,42.68,24.29,59.01,245.0
1133,6.95,72.42,121.84,0.29,14.96,19.56,33.37,1.24,2.87,46.37,17.9,107.09,285.58
1465,10.1,47.0,81.9,0.11,11.5,17.3,28.5,0.84,1.88,76.0,16.4,88.0,173.0
6609,17.4,186.0,305.0,1.3,49.7,69.7,106.0,4.69,9.07,265.0,63.5,346.0,569.0
4288,4.74,82.0,114.0,0.63,28.6,26.9,35.5,1.83,6.0,139.0,21.1,519.0,181.0
3767,8.36,48.7,91.0,0.22,9.5,18.2,32.7,0.8,1.78,57.0,17.96,187.0,178.9
5320,3.51,15.56,41.04,0.32,3.6,7.05,33.48,0.44,3.63,31.26,11.32,835.64,134.01
2809,18.2,29.4,69.7,0.53,6.0,11.97,47.5,0.28,1.04,147.0,17.9,355.0,188.0
185,7.71,19.0,62.2,0.37,3.08,10.0,80.3,0.58,0.77,52.6,18.5,321.0,248.0
4751,17.22,123.3,191.4,1.73,30.3,43.9,57.0,2.02,5.37,48.46,40.63,131.3,387.9
5869,1.71,17.4,39.9,0.67,3.55,7.24,50.8,0.36,0.58,59.6,12.2,302.0,172.0
4942,6.7,228.35,424.15,0.59,32.8,85.62,245.9,3.45,6.44,159.75,114.62,5739.89,1289.63
903,21.56,55.64,115.86,0.54,12.38,23.1,64.38,1.0,2.07,223.3,27.14,430.48,281.37
4900,8.42,75.55,117.45,0.82,20.86,26.53,47.91,4.26,5.09,143.66,24.6,149.39,229.74
4939,11.47,227.01,434.34,0.21,37.46,91.26,186.58,3.6,5.25,257.0,100.1,1890.0,1009.64
6916,77.74,167.0,277.43,4.01,44.93,63.0,100.84,5.34,8.45,324.63,55.96,147.57,503.67
5699,1325.0,288.0,380.0,44.9,179.0,85.9,224.0,352.0,194.0,1544.0,110.0,4801.0,1217.0
4250,5.95,115.0,210.0,0.15,23.7,44.9,78.4,1.59,3.71,117.0,42.8,330.0,366.0
2916,49.0,178.0,248.0,3.0,44.0,60.0,83.0,7.0,11.0,228.0,65.0,174.0,775.0
887,41.36,105.19,184.45,2.0,28.62,39.31,84.9,3.22,6.46,406.43,40.35,557.66,397.3
4995,13.72,52.2,104.3,0.64,7.72,18.8,77.8,0.42,3.32,91.2,32.0,467.0,329.0
2023,7.9,128.7,220.5,0.22,28.5,47.1,66.5,1.75,4.53,96.0,43.9,153.0,452.0
2897,66.0,219.0,314.0,3.0,52.0,77.0,100.0,11.0,12.0,291.0,83.0,199.0,930.0
4615,25.41,12.36,9.65,1.35,9.28,3.14,2.15,3.16,3.74,83.98,1.57,48.46,11.4
2377,26.39,76.79,167.0,1.39,15.93,32.99,96.34,0.89,2.39,189.0,41.0,313.0,461.0
2182,6.8,93.3,158.1,0.16,18.6,32.9,50.2,1.17,3.11,73.0,32.2,115.0,367.0
3432,12.7,209.0,278.0,0.56,60.8,67.7,72.1,5.04,11.42,48.0,45.3,64.0,380.0
220,13.5,95.6,174.0,0.62,20.1,38.3,68.8,2.08,4.2,102.0,37.4,97.4,349.0
7188,606.0,208.0,111.0,0.8,160.0,38.0,18.0,605.0,208.0,4110.0,18.0,809.0,135.0
4447,6.35,54.32,103.65,0.3,11.83,21.66,47.85,0.89,1.64,71.1,23.19,172.53,225.69
1180,15.91,295.31,442.2,4.31,85.75,105.53,153.29,10.69,16.94,550.34,89.04,858.12,799.65
4493,1.96,15.39,32.97,0.06,3.15,6.74,19.27,0.06,0.35,30.75,7.95,290.85,82.96
4690,13.7,58.7,100.3,0.62,13.2,21.6,35.2,1.5,2.33,48.37,22.38,62.72,218.6
3874,2.89,78.7,155.5,0.18,14.7,32.9,50.7,0.61,1.77,76.0,30.5,200.0,284.0
5109,17.82,67.5,164.4,0.58,11.25,30.1,93.7,1.11,4.22,329.0,44.3,914.0,394.0
1704,7.9,112.9,218.3,0.09,20.8,44.7,76.0,0.95,2.59,230.0,45.5,392.0,473.0
2138,30.7,111.4,111.5,6.35,50.8,29.0,24.3,10.29,15.9,91.0,19.3,41.0,190.0
1084,20.96,332.58,664.94,1.11,52.79,100.18,174.17,3.64,7.57,258.77,97.29,336.81,1521.65
1430,34.3,47.3,86.4,0.68,11.1,17.4,35.5,1.68,2.86,307.0,17.8,233.0,199.0
216,14.6,168.0,247.0,1.06,50.9,60.0,81.2,8.29,13.0,74.0,51.3,62.8,459.0
1460,12.7,64.9,114.9,0.28,13.7,24.3,42.1,0.97,2.37,69.0,24.6,72.0,261.0
930,50.61,76.16,158.71,0.69,15.69,31.5,82.75,1.05,2.71,646.58,36.77,1009.64,375.4
5741,35.0,73.2,119.0,2.36,18.7,28.7,55.4,6.37,6.1,207.0,31.4,651.0,246.0
6879,22.83,45.56,65.56,1.78,14.32,15.45,27.13,2.97,3.58,27.94,14.82,14.35,148.25
5036,26.5,258.8,410.0,2.37,63.1,95.6,175.0,2.58,21.8,331.0,98.7,390.0,653.0
4116,19.46,152.0,294.0,0.98,30.5,63.7,136.1,2.46,5.19,608.0,68.5,1046.0,664.0
5064,5.24,27.1,48.5,0.78,6.85,10.32,28.2,0.71,3.65,11.54,11.87,47.0,131.2
5961,27.0,50.0,121.0,0.9,10.0,22.0,86.0,0.5,1.7,315.0,32.0,479.0,377.0
1919,0.3,17.8,61.0,0.11,0.9,9.9,22.6,0.05,0.08,1.0,13.8,160.0,145.0
2421,0.65,22.0,14.3,0.62,8.02,4.69,2.05,0.32,1.19,14.5,2.09,1120.0,16.7
7166,6.85,67.0,106.0,0.21,16.0,25.0,39.0,3.26,3.8,65.0,22.0,267.0,198.0
3739,10.17,58.9,102.2,1.04,16.5,21.6,46.0,1.09,1.94,36.0,23.0,86.0,233.4
3116,14.3,70.5,150.9,0.31,10.2,29.0,78.9,0.6,1.78,201.0,40.7,590.0,386.0
1532,33.6,202.0,278.6,4.94,66.2,64.2,84.8,8.88,16.5,621.0,56.1,276.0,557.0
5953,12.0,146.0,228.0,2.2,42.0,50.0,75.0,7.0,8.9,207.0,45.0,281.0,452.0
5215,8.7,53.2,112.4,0.57,9.55,22.88,66.7,1.77,4.32,20.2,29.6,53.0,298.6
5836,7.58,165.0,257.0,0.43,40.0,61.7,87.9,7.46,9.04,162.39,53.3,272.8,410.0
6883,57.3,103.04,172.01,1.14,24.0,36.34,62.62,1.9,4.26,133.2,38.71,104.54,378.06
1939,16.5,120.4,208.8,0.62,28.0,44.1,71.9,1.95,4.44,223.0,42.1,197.0,436.0
709,32.98,123.0,255.0,1.01,24.5,52.0,129.5,1.43,3.49,444.0,58.5,622.0,578.0
4972,6.67,70.1,147.1,0.43,11.02,30.17,90.3,0.66,3.62,28.51,39.8,116.4,396.0
4805,14.32,46.8,75.7,0.82,10.8,16.5,32.9,1.01,1.48,12.69,17.96,86.82,193.3
3903,46.4,427.0,1008.0,1.37,77.9,213.0,504.0,1.59,6.91,243.0,213.0,362.0,2090.0
5361,17.5,38.6,87.1,0.2,8.59,18.6,49.0,0.65,1.04,160.0,23.3,260.0,199.0
219,21.2,187.0,343.0,1.59,31.0,72.7,133.0,1.46,3.92,111.0,81.6,95.2,799.0
5552,243.4,2891.0,3877.0,4.74,711.1,789.0,2114.0,265.9,284.0,4614.0,997.0,6896.0,13045.0
6860,107.75,291.14,411.62,5.97,88.99,94.42,119.84,13.59,20.95,304.7,85.43,135.46,734.65
3969,13.3,96.0,144.0,1.36,23.4,35.8,51.9,2.13,5.6,222.0,28.0,347.0,247.0
4472,21.72,161.09,286.19,3.36,34.68,60.2,137.19,8.03,5.26,334.95,63.25,2461.76,637.75
1039,4066.0,54.52,54.77,1017.92,66.0,26.17,28.76,399.22,164.53,1173.81,22.47,187.28,97.2
6822,70.97,102.11,178.87,1.33,29.01,38.71,76.2,2.12,4.71,225.92,41.84,284.88,369.07
6885,52.88,133.37,230.3,1.83,34.5,48.34,83.5,3.71,6.79,150.91,49.42,104.09,456.85
1106,3.34,93.17,184.08,0.19,16.49,27.52,55.33,0.95,2.68,211.21,28.77,366.64,465.12
5301,34.3,100.6,194.2,2.29,25.07,41.7,116.2,1.84,10.66,521.0,51.9,594.0,416.0
3751,8.48,69.2,116.5,0.26,18.9,23.75,40.6,1.33,2.7,62.0,22.2,124.0,215.0
4227,30.0,23.0,31.0,0.72,8.62,7.2,11.3,2.04,2.05,64.0,6.4,40.0,58.0
6514,20.7,89.9,146.0,1.2,23.9,33.3,61.5,5.0,4.23,458.0,33.7,1302.0,323.0
2334,37.1,72.0,165.0,0.59,19.4,33.4,63.5,1.56,2.9,91.9,31.0,174.6,307.0
5299,30.6,98.0,206.0,1.67,22.1,42.2,123.1,0.99,7.63,284.0,53.9,382.0,420.0
4089,5.62,53.8,95.4,0.09,13.3,21.2,33.1,0.48,2.08,21.0,21.5,98.0,172.0
6177,1.5,307.0,278.0,0.07,84.72,73.0,125.0,4.63,20.4,257.0,69.0,9434.0,707.0
3662,6.0,101.9,202.9,0.54,18.9,42.9,78.9,0.58,2.67,22.0,43.1,39.0,432.0
3001,6.43,35.9,66.5,0.31,7.2,13.0,32.5,0.59,1.69,82.0,16.5,172.0,152.0
4526,11.83,3.95,2.79,0.71,3.31,0.92,0.78,1.99,1.27,33.78,0.49,16.08,3.37
5163,3.89,20.9,32.4,0.72,6.19,7.51,16.9,0.84,3.68,8.7,7.94,29.1,88.9
346,77.99,542.85,781.5,16.4,166.27,187.48,470.31,12.69,39.58,441.16,191.31,399.83,2094.61
878,56.98,71.66,149.57,0.74,16.11,29.69,82.96,10.04,3.57,375.71,35.46,662.25,373.87
4749,22.44,94.5,143.7,0.34,22.9,32.75,43.1,2.64,5.07,54.79,30.84,123.84,283.8
2723,1.97,110.0,134.0,0.1,33.0,31.5,43.6,3.12,7.6,218.0,28.3,3100.0,246.0
935,19.07,129.94,272.91,0.06,21.15,52.14,136.2,1.46,3.03,466.63,66.3,376.1,670.45
356,66.08,215.82,439.16,2.46,38.22,89.96,335.05,2.01,6.16,150.31,121.31,329.02,1523.45
4691,13.2,120.0,186.3,0.92,31.4,41.6,57.9,2.99,6.28,17.73,39.0,64.07,355.0
2698,6.01,87.3,169.0,0.11,14.9,35.0,72.5,0.75,2.42,165.0,38.2,1343.0,371.0
6209,19.68,400.0,685.0,0.23,91.69,156.0,242.0,4.17,15.27,1609.0,138.0,3676.0,1202.0
6909,24.98,53.43,88.76,2.0,16.56,20.22,37.37,2.66,3.27,31.83,18.22,22.94,170.49
824,21.05,53.5,120.0,0.51,9.68,23.1,70.7,0.51,1.61,231.0,28.9,422.0,303.0
6453,1.12,29.95,13.87,0.16,19.49,5.99,1.77,0.76,4.28,46.24,2.03,808.32,12.07
2063,16.0,112.5,197.1,0.19,21.2,41.7,65.4,1.25,3.41,313.0,41.9,297.0,442.0
2984,24.9,54.1,68.3,1.43,15.4,17.46,33.5,1.94,4.8,119.0,13.3,126.0,141.0
4962,21.52,261.0,197.9,15.09,174.5,65.7,71.3,2.09,127.4,353.0,43.6,124.0,345.0
3780,2.33,101.0,167.0,0.14,25.3,36.7,53.6,0.93,2.91,81.0,31.2,219.0,298.0
4723,22.67,401.0,763.0,3.61,62.3,159.8,240.6,1.57,6.32,173.37,169.1,222.97,1687.0
6939,32.39,90.94,132.47,3.28,29.17,30.87,47.16,4.71,7.05,51.02,29.0,27.28,267.89
4434,21.4,116.0,247.0,0.63,24.0,47.0,113.9,1.51,4.3,235.0,54.2,425.0,521.0
1251,45.78,64.92,119.45,0.2,13.94,18.68,34.75,16.82,4.86,179.95,18.34,137.09,292.94
4803,17.2,85.0,146.1,0.46,17.8,30.7,48.3,1.26,2.73,18.94,31.7,85.75,295.6
2910,49.0,121.0,195.0,2.0,28.0,44.0,66.0,11.0,7.0,160.0,48.0,128.0,546.0
804,19.32,32.0,73.0,0.35,6.33,14.2,45.2,0.47,0.97,175.0,17.9,327.0,189.0
6522,220.0,175.0,249.0,10.9,76.2,61.4,88.3,108.0,31.0,82.2,49.5,33.1,443.0
3637,3.71,118.1,201.9,0.14,23.9,40.8,77.2,1.62,3.7,187.0,37.7,442.0,386.0
3006,7.09,26.1,50.4,0.41,6.03,10.82,24.9,0.45,1.16,81.0,10.48,184.0,106.2
3789,3.86,55.0,124.6,0.68,12.4,22.6,72.3,0.72,1.69,57.0,28.5,252.0,331.0
4128,2.79,38.0,110.1,0.16,6.4,20.0,89.7,0.37,0.7,16.0,28.7,68.0,346.0
1225,6.53,59.31,133.76,0.37,9.21,19.16,50.0,0.6,1.25,75.38,21.62,95.68,385.8
3791,18.7,155.0,286.0,0.81,33.6,58.1,106.0,1.54,2.83,153.0,55.8,263.0,574.0
6192,20.64,403.0,749.0,0.06,71.91,160.0,288.0,1.67,7.48,2229.0,162.0,6564.0,1451.0
212,64.1,290.0,580.0,3.42,47.9,119.0,218.0,19.3,13.6,879.0,128.0,3041.0,1215.0
5097,10.44,54.5,104.2,0.34,9.92,21.62,46.9,0.69,3.54,73.8,25.75,259.0,225.4
1920,10.1,213.6,465.0,0.46,30.3,89.0,200.6,1.31,3.78,79.0,101.7,160.0,1119.0
3889,4.28,70.0,119.4,0.19,14.2,27.0,51.1,0.58,2.49,115.0,24.7,313.0,233.0
5632,144.5,383.0,665.0,1.94,86.5,134.0,270.0,9.9,17.0,4126.0,144.0,5156.0,1617.0
102,33.0,137.0,197.0,3.72,37.5,46.6,76.8,14.2,10.2,129.0,40.7,288.0,396.0
2574,0.57,96.8,87.4,0.33,14.5,26.5,14.6,0.21,1.4,7.27,14.4,481.0,112.0
1975,2.7,14.4,28.8,0.26,3.2,5.7,14.5,0.06,0.26,12.0,6.8,507.0,77.0
5410,130.4,487.3,437.1,107.96,168.8,122.8,225.5,135.9,97.0,136.0,101.3,3147.0,1175.0
1608,25.6,85.2,150.6,0.31,19.0,30.8,53.4,1.37,3.67,100.0,28.9,232.0,334.0
4397,23.7,60.0,69.0,2.5,28.1,17.2,18.7,7.7,9.9,139.0,11.9,94.0,101.0
960,12.5,68.6,143.0,1.44,14.1,28.7,79.1,0.84,2.44,80.5,33.8,383.0,366.0
893,58.21,95.48,201.66,0.72,21.18,39.98,103.16,8.15,4.63,496.54,46.31,899.76,462.74
4694,10.44,78.0,117.7,0.75,22.1,26.7,36.3,3.08,4.84,66.96,24.75,69.94,230.5
7143,11.0,76.0,141.0,0.18,14.0,31.0,57.0,2.67,2.48,96.0,31.0,378.0,287.0
5267,6.88,59.9,133.2,0.47,11.19,28.29,53.7,0.74,3.98,20.02,31.0,62.6,262.4
3660,32.5,318.0,542.0,0.98,66.8,112.9,191.7,3.32,10.31,1012.0,108.8,1759.0,1009.0
6472,1.68,18.22,7.21,0.4,14.46,2.92,1.41,0.69,3.22,26.37,0.91,244.68,8.97
4605,23.48,10.45,7.45,0.78,7.97,2.25,1.62,2.41,2.91,39.26,1.3,41.09,9.37
5904,34.8,19.4,22.7,0.23,8.93,6.16,9.59,1.59,2.52,124.0,4.74,26.0,45.8
5566,58.0,329.0,585.0,0.2,77.0,115.0,258.0,42.4,25.4,978.0,130.0,7092.0,1507.0
3261,92.0,94.4,170.0,0.9,29.0,38.57,75.4,51.6,12.9,176.0,35.2,326.0,339.0
2471,0.64,27.0,10.8,0.13,3.51,4.97,0.77,0.03,0.21,7.01,1.22,541.0,8.3
5254,13.8,35.8,65.1,0.49,8.16,13.44,32.8,2.43,4.18,23.8,15.82,66.0,161.8
2806,48.0,215.0,319.0,4.55,64.8,69.5,110.3,9.54,16.3,907.0,59.6,1174.0,543.0
3274,19.3,73.9,159.0,0.39,16.8,33.1,74.4,7.7,3.41,229.0,34.8,568.0,321.0
3405,16.1,176.0,304.0,0.91,47.6,66.7,118.9,4.77,10.67,145.0,62.6,253.0,572.0
5459,94.9,196.0,172.0,30.5,99.8,49.6,47.8,86.7,58.3,279.0,34.525000000000006,1396.0,304.0
3398,4.71,51.0,89.0,1.12,14.2,19.5,44.9,1.31,2.94,33.0,19.2,76.0,197.0
6428,3.72,46.05,91.09,0.0,8.75,17.89,39.97,0.33,1.28,124.51,18.77,1254.19,183.39
2497,2.37,169.0,283.0,0.68,24.7,58.4,101.0,0.47,2.72,42.4,59.7,583.0,652.0
5507,88.26,32.34,93.09,2.91,6.98,63.91,99.79,10.6,4.24,445.21,62.87,1466.82,82.59
1428,29.3,50.2,79.4,0.73,20.9,16.5,30.5,3.42,4.29,283.0,16.0,231.0,167.0
833,30.23,69.1,154.0,0.4,12.7,30.5,87.7,0.78,1.75,379.0,36.5,785.0,375.0
6836,90.47,114.81,194.06,1.92,32.77,43.93,80.23,3.95,4.95,257.73,45.56,287.54,395.08
4373,22.38,63.0,123.0,0.06,11.2,24.3,48.3,0.36,2.12,245.0,25.8,267.0,237.0
6785,18.02,54.18,90.64,0.52,17.3,20.21,37.77,1.3,2.45,44.31,19.66,61.29,180.92
5716,331.0,835.0,1017.0,2.7,263.0,263.0,274.0,300.0,141.0,3211.0,214.0,3723.0,1823.0
2911,40.0,130.0,224.0,1.0,27.0,51.0,84.0,2.0,5.0,167.0,54.0,128.0,566.0
6660,10.5,18.5,16.5,0.31,9.94,4.91,4.49,2.05,2.82,42.2,2.66,111.0,23.0
4033,5.38,70.1,156.5,0.52,14.1,29.95,80.0,0.89,1.77,38.0,34.1,100.0,343.0
4502,61.25,211.37,340.97,5.59,55.99,77.97,131.25,11.81,13.92,705.56,72.42,1088.91,667.5
1230,1.73,211.39,436.99,0.15,35.73,64.66,132.51,2.04,4.96,177.52,68.1,327.6,1120.89
3178,1.19,70.2,200.0,0.68,9.1,34.3,137.0,0.38,0.77,188.0,50.5,249.0,626.0
6824,101.02,163.78,295.22,3.09,47.53,63.3,122.51,6.09,10.34,283.59,67.38,312.33,583.91
4348,9.19,92.0,175.0,0.46,22.1,35.6,60.7,1.26,3.28,62.0,34.1,107.0,306.0
2575,1.72,121.0,129.0,0.65,19.2,35.6,26.3,0.35,1.84,16.1,23.2,1128.0,199.0
4506,80.62,156.45,220.73,5.96,57.78,53.09,84.31,11.85,16.51,938.25,46.24,519.04,425.76
6722,13.39,65.02,111.52,1.8,23.95,25.39,42.27,2.4,3.34,29.91,22.54,45.2,212.97
6123,18.83,32.0,65.0,0.42,7.6,13.0,32.0,0.4,1.08,112.0,14.0,212.0,146.0
5786,30.6,193.0,310.0,0.61,39.4,75.0,107.0,15.1,11.9,184.58,63.8,328.0,581.0
2042,27.0,84.0,195.4,1.14,15.0,35.6,100.8,1.4,2.4,238.0,46.8,181.0,567.0
3218,8.5,176.0,284.0,0.92,36.0,62.0,124.0,1.53,5.5,180.0,65.0,482.0,629.0
1135,10.27,113.07,222.84,0.25,18.57,33.32,69.32,1.51,3.45,188.1,35.98,175.99,597.44
3745,13.29,113.9,161.2,3.36,38.9,35.0,52.0,3.85,6.4,91.0,28.45,109.0,273.2
4930,1.44,229.08,561.88,0.17,21.31,101.93,336.93,0.51,2.36,102.78,149.9,4570.0,1690.0
165,35.6,109.0,200.0,1.39,23.9,42.8,97.6,2.1,4.18,182.0,44.8,213.0,475.0
5381,3.41,20.11,58.23,0.15,2.43,9.93,42.02,0.41,0.16,50.81,14.92,632.35,173.6
2567,1.52,103.0,106.0,0.53,16.0,29.1,22.6,0.23,1.73,13.5,19.9,1066.0,171.0
5754,85.8,114.0,202.0,1.13,23.8,49.1,97.2,1.45,3.3,203.0,53.5,325.0,419.0
3527,4.22,6.98,21.6,0.06,1.08,3.46,21.2,0.09,0.13,19.0,5.98,78.0,76.7
4404,80.5,144.0,173.0,5.65,64.9,44.1,47.7,16.0,18.2,872.0,30.3,228.0,250.0
3296,13.39,99.9,178.6,0.16,18.1,37.0,63.2,0.7,2.66,58.0,36.6,200.0,329.0
1393,8.25,65.1,98.5,0.22,19.9,23.1,8676.0,4.39,3.63,46.9,20.2,61.2,34.4
2510,2.14,258.0,462.0,0.88,30.0,95.5,161.0,0.6,2.82,34.8,97.7,708.0,994.0
3237,7.58,77.6,183.0,0.2,12.0,33.8,134.0,0.78,1.71,1072.0,46.9,3850.0,557.0
5748,2.83,212.0,409.0,0.16,24.9,93.0,204.0,1.37,3.36,128.0,118.0,2595.0,958.0
1074,712.29,41.74,65.52,122.24,27.39,23.96,43.51,265.1,49.58,479.76,27.77,187.27,154.08
6688,60.3,77.5,143.0,0.87,18.2,30.0,59.4,2.11,3.4,286.0,32.1,246.0,308.0
6304,0.11,0.19,1.29,0.06,19.9,0.22,6.76,0.03,3.63,0.06,0.62,17.94,9.83
6293,37.05,173.0,334.0,2.95,39.49,70.0,168.0,3.11,7.15,481.0,77.0,584.0,762.0
5280,7.19,82.2,193.1,0.79,16.73,37.9,82.4,1.74,6.79,28.02,44.6,95.1,369.0
5217,7.01,44.5,101.5,0.4,7.11,18.4,61.9,0.38,2.27,21.14,26.8,54.6,255.0
3627,4.88,99.3,191.0,0.09,14.8,34.7,76.5,0.44,1.72,56.0,38.3,284.0,382.0
12,28.5,127.04,280.41,1.58,28.94,56.0,119.38,1.17,2.79,196.0,64.12,260.0,593.8
4843,20.8,116.8,147.0,3.29,43.3,36.2,40.1,8.92,12.72,44.43,30.06,94.28,279.7
1344,29.5,248.43,576.31,2.01,49.29,87.47,255.74,3.2,7.47,565.28,108.38,509.48,1884.08
6338,2.15,17.95,43.07,0.5,3.21,9.02,41.74,0.12,0.48,6.42,13.73,359.05,140.17
3924,56.2,174.0,435.0,0.38,28.4,75.4,234.0,1.24,5.25,1674.0,105.6,3033.0,1030.0
3811,13.34,93.9,145.3,0.3,30.5,32.1,52.0,1.93,3.7,252.0,29.4,470.0,270.6
1988,5.2,68.2,122.7,0.26,14.2,25.9,39.9,0.85,2.11,77.0,25.3,84.0,269.0
5075,7.99,42.6,76.1,0.43,9.2,16.1,32.9,0.8,3.98,23.2,18.4,54.5,174.0
3776,1.04,12.2,58.5,0.18,0.92,7.52,53.9,0.26,0.24,2.0,17.7,210.0,241.0
2074,69.9,660.6,1091.6,5.11,126.8,242.3,204.5,7.67,20.87,322.0,203.8,656.0,1808.0
4908,12.95,164.78,246.01,1.79,48.56,58.19,92.9,7.44,11.41,382.38,50.31,327.78,468.02
5455,59.4,115.0,178.0,1.8,33.9,40.7,64.7,11.3,8.97,140.0,34.525000000000006,180.0,409.0
6031,2.2,260.0,338.0,0.1,51.0,83.0,87.0,2.2,5.9,180.0,63.0,870.0,571.0
2015,79.5,104.5,262.6,0.42,16.5,45.6,123.8,1.36,2.76,188.0,62.6,139.0,737.0
7048,51.7,88.81,129.48,0.78,28.92,30.13,46.01,3.54,6.66,43.5,28.79,27.72,270.6
5203,7.06,77.7,148.5,0.42,15.4,31.4,63.0,1.01,5.87,47.2,35.7,151.9,301.0
3671,4.4,94.3,159.1,0.06,16.2,34.9,63.2,0.58,2.17,99.0,35.4,283.0,322.0
3841,4.23,45.3,93.8,0.32,7.6,16.4,40.7,0.27,0.93,28.0,20.0,73.0,185.0
5541,62.3,247.0,476.0,0.32,41.5,93.0,191.0,10.1,8.5,1216.0,103.0,4219.0,1163.0
